architecture,dataset,noise,alpha,run_id,loss,prefix_length,sampling_strategy,train_accuracy,test_accuracy,train_distance,test_distance,train_similarity_scaled,test_similarity_scaled,train_satisfiability,test_satisfiability,nr_epochs,training_time
LSTM,BPIC_2020_travel,40,0.85,11,LLL,7,temperature,0.7027391924,0.924618274,2.8660660661,0.6794520548,0.7689320766,0.9455028384,0.0648648664,0.9931507111,1731,228.6970679383
LSTM,BPIC_2020_travel,40,0.85,11,LLL,7,greedy,0.7027391924,0.924618274,2.8678678679,0.5493150685,0.7691807165,0.9578215219,0.062462464,0.9931507111,1731,228.6970679383
LSTM,BPIC_2020_travel,40,0.85,12,baseline,5,temperature,0.9212239627,0.9280181626,1.0576576577,3.5726027397,0.9105153871,0.6918928321,0.0612612627,0.6410959363,1999,193.847673317
LSTM,BPIC_2020_travel,40,0.85,12,baseline,5,greedy,0.9212239627,0.9280181626,1.0276276276,3.1780821918,0.9134467534,0.7302568301,0.0582582578,0.6863014102,1999,193.847673317
LSTM,BPIC_2020_travel,40,0.85,12,baseline,6,temperature,0.9212239627,0.9280181626,0.4156156156,1.8849315068,0.9656342385,0.8416541791,0.0528528541,0.7945205569,1999,193.847673317
LSTM,BPIC_2020_travel,40,0.85,12,baseline,6,greedy,0.9212239627,0.9280181626,0.3615615616,1.4164383562,0.9698884487,0.8887179466,0.0480480492,0.7041096091,1999,193.847673317
LSTM,BPIC_2020_travel,40,0.85,12,baseline,7,temperature,0.9212239627,0.9280181626,0.1303303303,0.7452054795,0.9888887722,0.9396565108,0.0510510504,0.8780822158,1999,193.847673317
LSTM,BPIC_2020_travel,40,0.85,12,baseline,7,greedy,0.9212239627,0.9280181626,0.1069069069,0.4561643836,0.9909037242,0.9626243484,0.0474474505,0.8602740169,1999,193.847673317
LSTM,BPIC_2020_travel,40,0.85,12,GLL,5,temperature,0.8959297847,0.9314180414,2.5717717718,3.3849315068,0.78757029,0.7068782092,0.1777777821,0.9616438746,676,869.0155857611
LSTM,BPIC_2020_travel,40,0.85,12,GLL,5,greedy,0.8959297847,0.9314180414,2.0432432432,3.1561643836,0.8326210761,0.7324028576,0.182582587,1.0,676,869.0155857611
LSTM,BPIC_2020_travel,40,0.85,12,GLL,6,temperature,0.8959297847,0.9314180414,1.5963963964,1.7465753425,0.8711850546,0.8573539718,0.1315315366,0.9808219671,676,869.0155857611
LSTM,BPIC_2020_travel,40,0.85,12,GLL,6,greedy,0.8959297847,0.9314180414,1.172972973,1.4328767123,0.9062375124,0.887876676,0.1327327341,0.9972602725,676,869.0155857611
LSTM,BPIC_2020_travel,40,0.85,12,GLL,7,temperature,0.8959297847,0.9314180414,0.8996996997,0.5534246575,0.9298146437,0.9565693467,0.1093093157,0.9890411496,676,869.0155857611
LSTM,BPIC_2020_travel,40,0.85,12,GLL,7,greedy,0.8959297847,0.9314180414,0.63003003,0.4082191781,0.9507903818,0.9689231419,0.1087087095,0.994520545,676,869.0155857611
LSTM,BPIC_2020_travel,40,0.85,12,LLL,5,temperature,0.7188705714,0.9311286906,4.3927927928,3.3726027397,0.6350020768,0.7095757109,0.1033033058,0.9986301661,707,93.8260572762
LSTM,BPIC_2020_travel,40,0.85,12,LLL,5,greedy,0.7188705714,0.9311286906,4.3645645646,3.0123287671,0.6381973591,0.7434937839,0.0984985009,1.0,707,93.8260572762
LSTM,BPIC_2020_travel,40,0.85,12,LLL,6,temperature,0.7188705714,0.9311286906,3.6570570571,1.9410958904,0.7028457229,0.8410707023,0.075075075,0.994520545,707,93.8260572762
LSTM,BPIC_2020_travel,40,0.85,12,LLL,6,greedy,0.7188705714,0.9311286906,3.6408408408,1.301369863,0.7041925174,0.8979851316,0.0726726726,0.9986301661,707,93.8260572762
LSTM,BPIC_2020_travel,40,0.85,12,LLL,7,temperature,0.7188705714,0.9311286906,2.7705705706,0.701369863,0.778496151,0.9441242576,0.0612612627,0.9917808771,707,93.8260572762
LSTM,BPIC_2020_travel,40,0.85,12,LLL,7,greedy,0.7188705714,0.9311286906,2.7795795796,0.3,0.7790613169,0.9773009832,0.0618618652,0.9931507111,707,93.8260572762
LSTM,BPIC_2020_travel,40,0.85,13,baseline,5,temperature,0.9217544353,0.9167334338,1.0858858859,3.598630137,0.908754236,0.691198324,0.0564564578,0.6301370263,1999,182.279963715
LSTM,BPIC_2020_travel,40,0.85,13,baseline,5,greedy,0.9217544353,0.9167334338,1.0234234234,3.1424657534,0.9132597642,0.7280741954,0.0810810849,0.9849315286,1999,182.279963715
LSTM,BPIC_2020_travel,40,0.85,13,baseline,6,temperature,0.9217544353,0.9167334338,0.372972973,1.901369863,0.9688279279,0.8411614132,0.0474474505,0.7287671566,1999,182.279963715
LSTM,BPIC_2020_travel,40,0.85,13,baseline,6,greedy,0.9217544353,0.9167334338,0.3651651652,1.3821917808,0.9694862483,0.8864023398,0.0630630627,0.9958904386,1999,182.279963715
LSTM,BPIC_2020_travel,40,0.85,13,baseline,7,temperature,0.9217544353,0.9167334338,0.1039039039,0.7904109589,0.9911031078,0.9361109456,0.0474474505,0.8698630333,1999,182.279963715
LSTM,BPIC_2020_travel,40,0.85,13,baseline,7,greedy,0.9217544353,0.9167334338,0.1087087087,0.5246575342,0.9907465741,0.9594064096,0.0540540554,0.9904109836,1999,182.279963715
LSTM,BPIC_2020_travel,40,0.85,13,GLL,5,temperature,0.8727092942,0.9280905028,3.218018018,3.3410958904,0.7337725256,0.712767281,0.1699699759,0.9602739811,541,675.902723677
LSTM,BPIC_2020_travel,40,0.85,13,GLL,5,greedy,0.8727092942,0.9280905028,2.6774774775,2.9630136986,0.776779288,0.7425049416,0.1741741747,0.9986301661,541,675.902723677
LSTM,BPIC_2020_travel,40,0.85,13,GLL,6,temperature,0.8727092942,0.9280905028,2.184984985,1.7547945205,0.8217627813,0.8567894135,0.1297297329,0.9808219671,541,675.902723677
LSTM,BPIC_2020_travel,40,0.85,13,GLL,6,greedy,0.8727092942,0.9280905028,1.7357357357,1.2397260274,0.857018581,0.8979968962,0.1333333403,1.0,541,675.902723677
LSTM,BPIC_2020_travel,40,0.85,13,GLL,7,temperature,0.8727092942,0.9280905028,1.3711711712,0.597260274,0.8912035666,0.9532842274,0.1069069058,0.9890411496,541,675.902723677
LSTM,BPIC_2020_travel,40,0.85,13,GLL,7,greedy,0.8727092942,0.9280905028,1.0426426426,0.3575342466,0.9159783452,0.9729115688,0.1093093157,1.0,541,675.902723677
LSTM,BPIC_2020_travel,40,0.85,13,LLL,5,temperature,0.7137586806,0.9313457062,4.4024024024,3.5164383562,0.6299125222,0.6980805686,0.1003003046,0.9972602725,680,90.3522399091
LSTM,BPIC_2020_travel,40,0.85,13,LLL,5,greedy,0.7137586806,0.9313457062,4.3123123123,3.001369863,0.6383994865,0.7438803551,0.0972972959,1.0,680,90.3522399091
LSTM,BPIC_2020_travel,40,0.85,13,LLL,6,temperature,0.7137586806,0.9313457062,3.6072072072,1.7917808219,0.7013506134,0.8550115103,0.07627628,0.9972602725,680,90.3522399091
LSTM,BPIC_2020_travel,40,0.85,13,LLL,6,greedy,0.7137586806,0.9313457062,3.5717717718,1.2794520548,0.7044467879,0.8992303134,0.0744744763,0.9958904386,680,90.3522399091
LSTM,BPIC_2020_travel,40,0.85,13,LLL,7,temperature,0.7137586806,0.9313457062,2.7603603604,0.6863013699,0.7762350055,0.9447012758,0.0630630627,0.994520545,680,90.3522399091
LSTM,BPIC_2020_travel,40,0.85,13,LLL,7,greedy,0.7137586806,0.9313457062,2.7369369369,0.2643835616,0.7779466036,0.9795303976,0.0618618652,0.994520545,680,90.3522399091
LSTM,BPIC_2020_travel,40,0.85,14,baseline,5,temperature,0.9212721851,0.9236778766,1.0852852853,3.704109589,0.9079525734,0.6819679887,0.0618618652,0.6369863153,1999,192.9721728642
LSTM,BPIC_2020_travel,40,0.85,14,baseline,5,greedy,0.9212721851,0.9236778766,1.0312312312,3.1465753425,0.913421145,0.7326804339,0.0600600615,0.6958904266,1999,192.9721728642
LSTM,BPIC_2020_travel,40,0.85,14,baseline,6,temperature,0.9212721851,0.9236778766,0.4294294294,2.0438356164,0.9643877623,0.8312117364,0.0528528541,0.7219178081,1999,192.9721728642
LSTM,BPIC_2020_travel,40,0.85,14,baseline,6,greedy,0.9212721851,0.9236778766,0.363963964,1.4287671233,0.9696849735,0.8882135927,0.0480480492,0.7000000477,1999,192.9721728642
LSTM,BPIC_2020_travel,40,0.85,14,baseline,7,temperature,0.9212721851,0.9236778766,0.1189189189,0.797260274,0.9898331898,0.9363960044,0.046846848,0.8753424883,1999,192.9721728642
LSTM,BPIC_2020_travel,40,0.85,14,baseline,7,greedy,0.9212721851,0.9236778766,0.1063063063,0.4260273973,0.9909583243,0.9676200936,0.0474474505,0.8561643958,1999,192.9721728642
LSTM,BPIC_2020_travel,40,0.85,14,GLL,5,temperature,0.8820891226,0.9229545047,2.9249249249,3.3835616438,0.7584790311,0.7072627276,0.1663663685,0.9410958886,640,819.4194909404
LSTM,BPIC_2020_travel,40,0.85,14,GLL,5,greedy,0.8820891226,0.9229545047,2.4222222222,3.0054794521,0.800042607,0.743885487,0.1855855882,1.0,640,819.4194909404
LSTM,BPIC_2020_travel,40,0.85,14,GLL,6,temperature,0.8820891226,0.9229545047,1.9189189189,1.7780821918,0.8441193036,0.8552492964,0.1165165156,0.9438356161,640,819.4194909404
LSTM,BPIC_2020_travel,40,0.85,14,GLL,6,greedy,0.8820891226,0.9229545047,1.4492492492,1.2753424658,0.8822324124,0.8996469059,0.1297297329,1.0,640,819.4194909404
LSTM,BPIC_2020_travel,40,0.85,14,GLL,7,temperature,0.8820891226,0.9229545047,1.1381381381,0.7328767123,0.9093937222,0.9409026153,0.0972972959,0.9630137086,640,819.4194909404
LSTM,BPIC_2020_travel,40,0.85,14,GLL,7,greedy,0.8820891226,0.9229545047,0.8198198198,0.6164383562,0.9347470659,0.9533132738,0.1033033058,1.0,640,819.4194909404
LSTM,BPIC_2020_travel,40,0.85,14,LLL,5,temperature,0.725766778,0.9318520774,4.3681681682,3.5,0.6418977294,0.6984456205,0.1003003046,0.9958904386,668,88.0586155187
LSTM,BPIC_2020_travel,40,0.85,14,LLL,5,greedy,0.725766778,0.9318520774,4.3105105105,2.997260274,0.6491601193,0.7442643319,0.0942942947,1.0,668,88.0586155187
LSTM,BPIC_2020_travel,40,0.85,14,LLL,6,temperature,0.725766778,0.9318520774,3.56996997,1.9164383562,0.7126970398,0.8443999603,0.0756756812,0.9958904386,668,88.0586155187
LSTM,BPIC_2020_travel,40,0.85,14,LLL,6,greedy,0.725766778,0.9318520774,3.5585585586,1.2904109589,0.7156054057,0.898482089,0.0732732713,0.9958904386,668,88.0586155187
LSTM,BPIC_2020_travel,40,0.85,14,LLL,7,temperature,0.725766778,0.9318520774,2.6924924925,0.6356164384,0.7884181175,0.948480844,0.0630630627,0.9931507111,668,88.0586155187
LSTM,BPIC_2020_travel,40,0.85,14,LLL,7,greedy,0.725766778,0.9318520774,2.6624624625,0.2890410959,0.7916926286,0.9778595912,0.0612612627,0.9931507111,668,88.0586155187
LSTM,BPIC_2020_travel,40,0.85,15,baseline,5,temperature,0.921103387,0.9146356285,1.0720720721,3.5931506849,0.9098624909,0.6917548489,0.0534534529,0.6575342417,1999,192.659476235
LSTM,BPIC_2020_travel,40,0.85,15,baseline,5,greedy,0.921103387,0.9146356285,1.0378378378,3.304109589,0.91238448,0.7207074273,0.0576576591,0.6863014102,1999,192.659476235
LSTM,BPIC_2020_travel,40,0.85,15,baseline,6,temperature,0.921103387,0.9146356285,0.3747747748,1.9,0.9683469761,0.8426584394,0.0510510504,0.760273993,1999,192.659476235
LSTM,BPIC_2020_travel,40,0.85,15,baseline,6,greedy,0.921103387,0.9146356285,0.3687687688,1.5657534247,0.9693040481,0.8777865656,0.0492492504,0.6986301541,1999,192.659476235
LSTM,BPIC_2020_travel,40,0.85,15,baseline,7,temperature,0.921103387,0.9146356285,0.1189189189,0.7630136986,0.9898225565,0.9383349917,0.0516516529,0.8849315047,1999,192.659476235
LSTM,BPIC_2020_travel,40,0.85,15,baseline,7,greedy,0.921103387,0.9146356285,0.1069069069,0.6109589041,0.9909205243,0.951072211,0.0474474505,0.8561643958,1999,192.659476235
LSTM,BPIC_2020_travel,40,0.85,15,GLL,5,temperature,0.8777006158,0.9274394661,3.0252252252,3.3383561644,0.7482068053,0.7077357884,0.1747747809,0.9616438746,567,726.8173044766
LSTM,BPIC_2020_travel,40,0.85,15,GLL,5,greedy,0.8777006158,0.9274394661,2.5015015015,3.1287671233,0.7918574173,0.7343637962,0.1855855882,1.0,567,726.8173044766
LSTM,BPIC_2020_travel,40,0.85,15,GLL,6,temperature,0.8777006158,0.9274394661,2.0072072072,1.4575342466,0.835698139,0.8795511296,0.1303303391,0.9849315286,567,726.8173044766
LSTM,BPIC_2020_travel,40,0.85,15,GLL,6,greedy,0.8777006158,0.9274394661,1.5297297297,1.397260274,0.8746787574,0.8906579016,0.1381381452,1.0,567,726.8173044766
LSTM,BPIC_2020_travel,40,0.85,15,GLL,7,temperature,0.8777006158,0.9274394661,1.1621621622,0.5356164384,0.9069497305,0.9570619554,0.106306307,0.9876712561,567,726.8173044766
LSTM,BPIC_2020_travel,40,0.85,15,GLL,7,greedy,0.8777006158,0.9274394661,0.7963963964,0.3753424658,0.9363513953,0.9714890188,0.1099099144,0.994520545,567,726.8173044766
LSTM,BPIC_2020_travel,40,0.85,15,LLL,5,temperature,0.7248022777,0.9313457112,4.3261261261,3.4698630137,0.6389071781,0.7018035458,0.0972972959,1.0,780,103.8402036629
LSTM,BPIC_2020_travel,40,0.85,15,LLL,5,greedy,0.7248022777,0.9313457112,4.2378378378,2.998630137,0.6467741889,0.7441501766,0.0960960984,1.0,780,103.8402036629
LSTM,BPIC_2020_travel,40,0.85,15,LLL,6,temperature,0.7248022777,0.9313457112,3.5057057057,1.7931506849,0.7108986153,0.8543359881,0.0738738775,0.9958904386,780,103.8402036629
LSTM,BPIC_2020_travel,40,0.85,15,LLL,6,greedy,0.7248022777,0.9313457112,3.4318318318,1.3095890411,0.7170190113,0.8973839862,0.0726726726,0.9958904386,780,103.8402036629
LSTM,BPIC_2020_travel,40,0.85,15,LLL,7,temperature,0.7248022777,0.9313457112,2.6072072072,0.6780821918,0.7890634125,0.9458567211,0.062462464,0.9958904386,780,103.8402036629
LSTM,BPIC_2020_travel,40,0.85,15,LLL,7,greedy,0.7248022777,0.9313457112,2.5633633634,0.2712328767,0.7921021458,0.9792285761,0.0618618652,0.9986301661,780,103.8402036629
LSTM,BPIC_2020_travel,40,0.95,1,baseline,5,temperature,0.9214650878,0.9299712777,1.1351351351,3.6561643836,0.9044168555,0.6858971818,0.0576576591,0.6534246802,1999,192.3639697954
LSTM,BPIC_2020_travel,40,0.95,1,baseline,5,greedy,0.9214650878,0.9299712777,1.0264264264,3.1835616438,0.913395156,0.7298832311,0.0594594628,0.6863014102,1999,192.3639697954
LSTM,BPIC_2020_travel,40,0.95,1,baseline,6,temperature,0.9214650878,0.9299712777,0.3855855856,1.9410958904,0.9679283173,0.8395883637,0.0480480492,0.7260274291,1999,192.3639697954
LSTM,BPIC_2020_travel,40,0.95,1,baseline,6,greedy,0.9214650878,0.9299712777,0.3621621622,1.4232876712,0.9698304736,0.8882231788,0.0498498529,0.7013698816,1999,192.3639697954
LSTM,BPIC_2020_travel,40,0.95,1,baseline,7,temperature,0.9214650878,0.9299712777,0.1177177177,0.7945205479,0.9900909068,0.9359713275,0.0480480492,0.8849315047,1999,192.3639697954
LSTM,BPIC_2020_travel,40,0.95,1,baseline,7,greedy,0.9214650878,0.9299712777,0.1063063063,0.4178082192,0.9909583243,0.9678423572,0.048648648,0.8575342894,1999,192.3639697954
LSTM,BPIC_2020_travel,40,0.95,1,GLL,5,temperature,0.9189573659,0.932069088,1.8426426426,3.5123287671,0.8460433831,0.6964030987,0.1141141206,0.8260273933,787,981.5061834296
LSTM,BPIC_2020_travel,40,0.95,1,GLL,5,greedy,0.9189573659,0.932069088,1.2690690691,3.1589041096,0.8939891578,0.7319105417,0.0954954997,0.6945205927,787,981.5061834296
LSTM,BPIC_2020_travel,40,0.95,1,GLL,6,temperature,0.9189573659,0.932069088,0.8168168168,1.7410958904,0.9330408697,0.858439784,0.0972972959,0.8602740169,787,981.5061834296
LSTM,BPIC_2020_travel,40,0.95,1,GLL,6,greedy,0.9189573659,0.932069088,0.5345345345,1.4273972603,0.9558638513,0.8882409693,0.0810810849,0.7082191706,787,981.5061834296
LSTM,BPIC_2020_travel,40,0.95,1,GLL,7,temperature,0.9189573659,0.932069088,0.3291291291,0.6534246575,0.9733019785,0.9491942523,0.07987988,0.9068493247,787,981.5061834296
LSTM,BPIC_2020_travel,40,0.95,1,GLL,7,greedy,0.9189573659,0.932069088,0.1855855856,0.3945205479,0.9845067178,0.9695374886,0.0696696714,0.8643835783,787,981.5061834296
LSTM,BPIC_2020_travel,40,0.95,1,LLL,5,temperature,0.7349295947,0.9317073872,4.3777777778,3.5410958904,0.6443773975,0.6964252074,0.1033033058,0.9972602725,1118,148.5013182182
LSTM,BPIC_2020_travel,40,0.95,1,LLL,5,greedy,0.7349295947,0.9317073872,4.2894894895,3.002739726,0.652057677,0.7438077109,0.0996997058,1.0,1118,148.5013182182
LSTM,BPIC_2020_travel,40,0.95,1,LLL,6,temperature,0.7349295947,0.9317073872,3.4606606607,1.9205479452,0.723965455,0.8444710049,0.0756756812,0.994520545,1118,148.5013182182
LSTM,BPIC_2020_travel,40,0.95,1,LLL,6,greedy,0.7349295947,0.9317073872,3.3795795796,1.2821917808,0.7306186765,0.8990580541,0.0768768787,0.9958904386,1118,148.5013182182
LSTM,BPIC_2020_travel,40,0.95,1,LLL,7,temperature,0.7349295947,0.9317073872,2.5735735736,0.6643835616,0.8005370224,0.9460106209,0.0630630627,1.0,1118,148.5013182182
LSTM,BPIC_2020_travel,40,0.95,1,LLL,7,greedy,0.7349295947,0.9317073872,2.5633633634,0.2616438356,0.8020724993,0.9797185656,0.0648648664,1.0,1118,148.5013182182
LSTM,BPIC_2020_travel,40,0.95,2,baseline,5,temperature,0.9211757338,0.931273371,1.1303303303,3.5164383562,0.9039407544,0.696173859,0.0570570603,0.6465753317,1999,194.1611901871
LSTM,BPIC_2020_travel,40,0.95,2,baseline,5,greedy,0.9211757338,0.931273371,1.0162162162,3.1931506849,0.9141555317,0.7301367447,0.0600600615,0.6931506991,1999,194.1611901871
LSTM,BPIC_2020_travel,40,0.95,2,baseline,6,temperature,0.9211757338,0.931273371,0.3795795796,1.9095890411,0.9682395176,0.8415051475,0.046846848,0.7205479741,1999,194.1611901871
LSTM,BPIC_2020_travel,40,0.95,2,baseline,6,greedy,0.9211757338,0.931273371,0.360960961,1.4534246575,0.9699351237,0.8867285413,0.0480480492,0.6986301541,1999,194.1611901871
LSTM,BPIC_2020_travel,40,0.95,2,baseline,7,temperature,0.9211757338,0.931273371,0.1189189189,0.7534246575,0.98998719,0.9395025468,0.0480480492,0.8917808533,1999,194.1611901871
LSTM,BPIC_2020_travel,40,0.95,2,baseline,7,greedy,0.9211757338,0.931273371,0.1063063063,0.4219178082,0.9909583243,0.9680569016,0.0474474505,0.8589041233,1999,194.1611901871
LSTM,BPIC_2020_travel,40,0.95,2,GLL,5,temperature,0.9217785442,0.9189035694,1.803003003,3.302739726,0.8505352752,0.7123996968,0.1249249279,0.8164383769,870,1118.6307778042
LSTM,BPIC_2020_travel,40,0.95,2,GLL,5,greedy,0.9217785442,0.9189035694,1.3279279279,2.8356164384,0.8895966231,0.7517107667,0.1327327341,0.9958904386,870,1118.6307778042
LSTM,BPIC_2020_travel,40,0.95,2,GLL,6,temperature,0.9217785442,0.9189035694,0.8474474474,1.601369863,0.9314725492,0.8677796338,0.1021021008,0.8835616708,870,1118.6307778042
LSTM,BPIC_2020_travel,40,0.95,2,GLL,6,greedy,0.9217785442,0.9189035694,0.5387387387,1.1191780822,0.9559047044,0.9066186442,0.0966966972,0.9972602725,870,1118.6307778042
LSTM,BPIC_2020_travel,40,0.95,2,GLL,7,temperature,0.9217785442,0.9189035694,0.3303303303,0.5493150685,0.9734433783,0.9553500688,0.0852852911,0.9547945261,870,1118.6307778042
LSTM,BPIC_2020_travel,40,0.95,2,GLL,7,greedy,0.9217785442,0.9189035694,0.2006006006,0.2602739726,0.9836469878,0.9797624715,0.0774774775,0.9958904386,870,1118.6307778042
LSTM,BPIC_2020_travel,40,0.95,2,LLL,5,temperature,0.726441933,0.9319967479,4.5993993994,3.3726027397,0.6376487034,0.7091678259,0.0996997058,0.9958904386,930,123.6448504617
LSTM,BPIC_2020_travel,40,0.95,2,LLL,5,greedy,0.726441933,0.9319967479,4.4714714715,3.0109589041,0.6460813794,0.7436079392,0.0984985009,1.0,930,123.6448504617
LSTM,BPIC_2020_travel,40,0.95,2,LLL,6,temperature,0.726441933,0.9319967479,3.6828828829,1.8739726027,0.7135774557,0.8470216019,0.0738738775,0.9931507111,930,123.6448504617
LSTM,BPIC_2020_travel,40,0.95,2,LLL,6,greedy,0.726441933,0.9319967479,3.6444444444,1.2904109589,0.7164097836,0.8985387104,0.0732732713,0.9958904386,930,123.6448504617
LSTM,BPIC_2020_travel,40,0.95,2,LLL,7,temperature,0.726441933,0.9319967479,2.8594594595,0.6835616438,0.7834440733,0.9451207257,0.0618618652,0.9972602725,930,123.6448504617
LSTM,BPIC_2020_travel,40,0.95,2,LLL,7,greedy,0.726441933,0.9319967479,2.8114114114,0.2589041096,0.7868526391,0.9798941891,0.0618618652,0.9986301661,930,123.6448504617
LSTM,BPIC_2020_travel,40,0.95,3,baseline,5,temperature,0.9211033914,0.9174568156,1.1585585586,3.6876712329,0.9028833699,0.6839398146,0.0570570603,0.6589041352,1999,194.1339564607
LSTM,BPIC_2020_travel,40,0.95,3,baseline,5,greedy,0.9211033914,0.9174568156,1.036036036,3.1397260274,0.9126710692,0.7281894911,0.0768768787,0.9780822396,1999,194.1339564607
LSTM,BPIC_2020_travel,40,0.95,3,baseline,6,temperature,0.9211033914,0.9174568156,0.3807807808,2.0383561644,0.9683982041,0.8304687371,0.0522522554,0.7424657941,1999,194.1339564607
LSTM,BPIC_2020_travel,40,0.95,3,baseline,6,greedy,0.9211033914,0.9174568156,0.3621621622,1.3849315068,0.9697384735,0.8861169517,0.0600600615,0.9917808771,1999,194.1339564607
LSTM,BPIC_2020_travel,40,0.95,3,baseline,7,temperature,0.9211033914,0.9174568156,0.1237237237,0.8082191781,0.9895009228,0.9362630035,0.0480480492,0.8890411258,1999,194.1339564607
LSTM,BPIC_2020_travel,40,0.95,3,baseline,7,greedy,0.9211033914,0.9174568156,0.1081081081,0.5602739726,0.9908011741,0.9577312012,0.0516516529,0.9863014221,1999,194.1339564607
LSTM,BPIC_2020_travel,40,0.95,3,GLL,5,temperature,0.9189091413,0.9258480221,1.7657657658,3.2808219178,0.8541850974,0.7143175803,0.1171171218,0.8520548344,848,1089.5679297931
LSTM,BPIC_2020_travel,40,0.95,3,GLL,5,greedy,0.9189091413,0.9258480221,1.2666666667,3.1301369863,0.8949114295,0.7340818863,0.137537539,0.9986301661,848,1089.5679297931
LSTM,BPIC_2020_travel,40,0.95,3,GLL,6,temperature,0.9189091413,0.9258480221,0.8528528529,1.6821917808,0.9308091794,0.8621689752,0.1027027071,0.8876712322,848,1089.5679297931
LSTM,BPIC_2020_travel,40,0.95,3,GLL,6,greedy,0.9189091413,0.9258480221,0.5369369369,1.4068493151,0.9563991506,0.8895549521,0.1015015021,1.0,848,1089.5679297931
LSTM,BPIC_2020_travel,40,0.95,3,GLL,7,temperature,0.9189091413,0.9258480221,0.3651651652,0.6821917808,0.9708927876,0.9461729486,0.0786786824,0.9397260547,848,1089.5679297931
LSTM,BPIC_2020_travel,40,0.95,3,GLL,7,greedy,0.9189091413,0.9258480221,0.2126126126,0.3917808219,0.9826637885,0.9697099189,0.0810810849,0.9986301661,848,1089.5679297931
LSTM,BPIC_2020_travel,40,0.95,3,LLL,5,temperature,0.7278404677,0.9307669997,4.7273273273,3.3561643836,0.6361844288,0.7095919094,0.1033033058,0.9972602725,979,129.9593494819
LSTM,BPIC_2020_travel,40,0.95,3,LLL,5,greedy,0.7278404677,0.9307669997,4.603003003,2.9945205479,0.6456889066,0.7444718869,0.0990990996,1.0,979,129.9593494819
LSTM,BPIC_2020_travel,40,0.95,3,LLL,6,temperature,0.7278404677,0.9307669997,3.8438438438,1.7260273973,0.7128034751,0.8581754839,0.0804804862,0.994520545,979,129.9593494819
LSTM,BPIC_2020_travel,40,0.95,3,LLL,6,greedy,0.7278404677,0.9307669997,3.7597597598,1.2890410959,0.7185088254,0.8992073341,0.0756756812,0.994520545,979,129.9593494819
LSTM,BPIC_2020_travel,40,0.95,3,LLL,7,temperature,0.7278404677,0.9307669997,3.0264264264,0.6876712329,0.782029826,0.944480027,0.0636636615,0.9931507111,979,129.9593494819
LSTM,BPIC_2020_travel,40,0.95,3,LLL,7,greedy,0.7278404677,0.9307669997,2.9693693694,0.2712328767,0.7864154226,0.9790574687,0.0642642677,0.9931507111,979,129.9593494819
LSTM,BPIC_2020_travel,40,0.95,4,baseline,5,temperature,0.924647956,0.9178185115,1.166966967,3.8383561644,0.9015014617,0.6723455024,0.0558558553,0.6273972988,1999,191.6164318891
LSTM,BPIC_2020_travel,40,0.95,4,baseline,5,greedy,0.924647956,0.9178185115,1.0408408408,3.1328767123,0.9122677647,0.7288118139,0.0810810849,0.9849315286,1999,191.6164318891
LSTM,BPIC_2020_travel,40,0.95,4,baseline,6,temperature,0.924647956,0.9178185115,0.4156156156,2.0356164384,0.9656461605,0.8318674814,0.0498498529,0.7534247041,1999,191.6164318891
LSTM,BPIC_2020_travel,40,0.95,4,baseline,6,greedy,0.924647956,0.9178185115,0.3621621622,1.4232876712,0.9697387735,0.8842737277,0.0612612627,0.9917808771,1999,191.6164318891
LSTM,BPIC_2020_travel,40,0.95,4,baseline,7,temperature,0.924647956,0.9178185115,0.1327327327,0.7863013699,0.9889471709,0.9367185571,0.0480480492,0.8849315047,1999,191.6164318891
LSTM,BPIC_2020_travel,40,0.95,4,baseline,7,greedy,0.924647956,0.9178185115,0.1087087087,0.5301369863,0.9907465741,0.9589936945,0.0528528541,0.9904109836,1999,191.6164318891
LSTM,BPIC_2020_travel,40,0.95,4,GLL,5,temperature,0.9188609189,0.9264267186,1.8144144144,3.5342465753,0.8494518198,0.6941107894,0.1159159169,0.8328767419,765,945.3200973999
LSTM,BPIC_2020_travel,40,0.95,4,GLL,5,greedy,0.9188609189,0.9264267186,1.3099099099,3.1301369863,0.890940118,0.7341289854,0.1435435414,0.9986301661,765,945.3200973999
LSTM,BPIC_2020_travel,40,0.95,4,GLL,6,temperature,0.9188609189,0.9264267186,0.8198198198,1.8726027397,0.9331589002,0.8467284715,0.0954954997,0.9068493247,765,945.3200973999
LSTM,BPIC_2020_travel,40,0.95,4,GLL,6,greedy,0.9188609189,0.9264267186,0.5015015015,1.4191780822,0.9587847267,0.8886065854,0.1015015021,0.9958904386,765,945.3200973999
LSTM,BPIC_2020_travel,40,0.95,4,GLL,7,temperature,0.9188609189,0.9264267186,0.3261261261,0.5575342466,0.9739784712,0.9550853882,0.0828828812,0.9657534361,765,945.3200973999
LSTM,BPIC_2020_travel,40,0.95,4,GLL,7,greedy,0.9188609189,0.9264267186,0.1795795796,0.3821917808,0.9851445451,0.9705034176,0.0786786824,0.994520545,765,945.3200973999
LSTM,BPIC_2020_travel,40,0.95,4,LLL,5,temperature,0.7270929835,0.9309116801,4.4612612613,3.4315068493,0.6394367118,0.7034483649,0.1027027071,0.9972602725,831,109.9246148327
