architecture,dataset,noise,alpha,run_id,loss,prefix_length,sampling_strategy,train_accuracy,test_accuracy,train_distance,test_distance,train_similarity_scaled,test_similarity_scaled,train_satisfiability,test_satisfiability,nr_epochs,training_time
LSTM,BPIC_2013_closed,10,0.35,9,LLL,1,greedy,0.9678124905,0.9735484123,1.3677966102,0.8464912281,0.7792297811,0.8740461774,0.9779660702,1.0,544,29.7837842992
LSTM,BPIC_2013_closed,10,0.35,9,LLL,2,temperature,0.9678124905,0.9735484123,1.1610169492,0.6754385965,0.8694326908,0.9297426937,0.9542372823,0.9912281036,544,29.7837842992
LSTM,BPIC_2013_closed,10,0.35,9,LLL,2,greedy,0.9678124905,0.9735484123,0.7542372881,0.4210526316,0.8989298523,0.9524353154,0.9542372823,1.0,544,29.7837842992
LSTM,BPIC_2013_closed,10,0.35,9,LLL,3,temperature,0.9678124905,0.9735484123,0.7508474576,0.5438596491,0.9304382437,0.9505610665,0.8711864352,0.9956140518,544,29.7837842992
LSTM,BPIC_2013_closed,10,0.35,9,LLL,3,greedy,0.9678124905,0.9735484123,0.5355932203,0.3026315789,0.9450739812,0.9731809844,0.8711864352,1.0,544,29.7837842992
LSTM,BPIC_2013_closed,10,0.35,10,baseline,1,temperature,0.9745790899,0.9720293134,1.6423728814,1.5438596491,0.7302707599,0.7613305221,0.8576270938,0.8684210777,1621,55.2348121931
LSTM,BPIC_2013_closed,10,0.35,10,baseline,1,greedy,0.9745790899,0.9720293134,1.3491525424,0.8464912281,0.7832451161,0.8740461774,0.9559322,1.0,1621,55.2348121931
LSTM,BPIC_2013_closed,10,0.35,10,baseline,2,temperature,0.9745790899,0.9720293134,1.0694915254,0.5614035088,0.8825756595,0.9334033605,0.8338983059,0.9517543912,1621,55.2348121931
LSTM,BPIC_2013_closed,10,0.35,10,baseline,2,greedy,0.9745790899,0.9720293134,0.706779661,0.4210526316,0.9086850312,0.9524353154,0.8898304701,1.0,1621,55.2348121931
LSTM,BPIC_2013_closed,10,0.35,10,baseline,3,temperature,0.9745790899,0.9720293134,0.5355932203,0.4473684211,0.9470289425,0.9530533294,0.805084765,0.9736841917,1621,55.2348121931
LSTM,BPIC_2013_closed,10,0.35,10,baseline,3,greedy,0.9745790899,0.9720293134,0.4474576271,0.298245614,0.9549905806,0.9722550585,0.8338983059,0.9956140518,1621,55.2348121931
LSTM,BPIC_2013_closed,10,0.35,10,GLL,1,temperature,0.9564221919,0.9297839701,2.7355932203,2.6798245614,0.5738007022,0.5727737162,0.9779660702,1.0,535,278.2835764741
LSTM,BPIC_2013_closed,10,0.35,10,GLL,1,greedy,0.9564221919,0.9297839701,2.813559322,2.7763157895,0.5605714109,0.5574071749,0.9779660702,1.0,535,278.2835764741
LSTM,BPIC_2013_closed,10,0.35,10,GLL,2,temperature,0.9564221919,0.9297839701,1.093220339,0.5789473684,0.8463818151,0.9231392133,0.9542372823,1.0,535,278.2835764741
LSTM,BPIC_2013_closed,10,0.35,10,GLL,2,greedy,0.9564221919,0.9297839701,1.0813559322,0.5701754386,0.8478339882,0.9243575369,0.9542372823,1.0,535,278.2835764741
LSTM,BPIC_2013_closed,10,0.35,10,GLL,3,temperature,0.9564221919,0.9297839701,0.5491525424,0.3684210526,0.9368392344,0.9579832679,0.8711864352,1.0,535,278.2835764741
LSTM,BPIC_2013_closed,10,0.35,10,GLL,3,greedy,0.9564221919,0.9297839701,0.5457627119,0.3684210526,0.937347709,0.9579832679,0.8711864352,1.0,535,278.2835764741
LSTM,BPIC_2013_closed,10,0.35,10,LLL,1,temperature,0.9680867374,0.9739342034,1.7627118644,1.8157894737,0.7215853587,0.7530230279,0.9779660702,0.9824561477,538,28.9699043999
LSTM,BPIC_2013_closed,10,0.35,10,LLL,1,greedy,0.9680867374,0.9739342034,1.3389830508,0.8026315789,0.7830090386,0.8822164428,0.9779660702,1.0,538,28.9699043999
LSTM,BPIC_2013_closed,10,0.35,10,LLL,2,temperature,0.9680867374,0.9739342034,1.1830508475,0.5701754386,0.8706940543,0.9357165931,0.9440677762,1.0,538,28.9699043999
LSTM,BPIC_2013_closed,10,0.35,10,LLL,2,greedy,0.9680867374,0.9739342034,0.7627118644,0.3771929825,0.8986771436,0.9607517796,0.9542372823,1.0,538,28.9699043999
LSTM,BPIC_2013_closed,10,0.35,10,LLL,3,temperature,0.9680867374,0.9739342034,0.8372881356,0.5175438596,0.9262194382,0.9496448349,0.8644067645,0.9912281036,538,28.9699043999
LSTM,BPIC_2013_closed,10,0.35,10,LLL,3,greedy,0.9680867374,0.9739342034,0.5474576271,0.3070175439,0.9432694346,0.9729373197,0.8711864352,1.0,538,28.9699043999
LSTM,BPIC_2013_closed,10,0.35,11,baseline,1,temperature,0.9746237338,0.9718123078,1.5830508475,1.5043859649,0.7519833985,0.7664612428,0.8745762706,0.8815789819,1556,53.1700336928
LSTM,BPIC_2013_closed,10,0.35,11,baseline,1,greedy,0.9746237338,0.9718123078,1.3474576271,0.8464912281,0.7842714814,0.8740461774,0.9728813171,1.0,1556,53.1700336928
LSTM,BPIC_2013_closed,10,0.35,11,baseline,2,temperature,0.9746237338,0.9718123078,0.9559322034,0.8157894737,0.8848094854,0.9194891558,0.8372881413,0.9298245907,1556,53.1700336928
LSTM,BPIC_2013_closed,10,0.35,11,baseline,2,greedy,0.9746237338,0.9718123078,0.7,0.4210526316,0.9094854078,0.9524353154,0.9016948938,1.0,1556,53.1700336928
LSTM,BPIC_2013_closed,10,0.35,11,baseline,3,temperature,0.9746237338,0.9718123078,0.7118644068,0.5964912281,0.9362812763,0.9482224877,0.7983050942,0.9824561477,1556,53.1700336928
LSTM,BPIC_2013_closed,10,0.35,11,baseline,3,greedy,0.9746237338,0.9718123078,0.4440677966,0.298245614,0.9553672285,0.9722550585,0.8406779766,0.9956140518,1556,53.1700336928
LSTM,BPIC_2013_closed,10,0.35,11,GLL,1,temperature,0.954815048,0.9336419851,2.7457627119,2.6973684211,0.5722057323,0.5718724245,0.9762711525,1.0,542,282.303356085
LSTM,BPIC_2013_closed,10,0.35,11,GLL,1,greedy,0.954815048,0.9336419851,2.7254237288,2.6535087719,0.57263154,0.5775878349,0.9779660702,1.0,542,282.303356085
LSTM,BPIC_2013_closed,10,0.35,11,GLL,2,temperature,0.954815048,0.9336419851,1.0915254237,0.5745614035,0.8461444536,0.9238353982,0.9542372823,1.0,542,282.303356085
LSTM,BPIC_2013_closed,10,0.35,11,GLL,2,greedy,0.954815048,0.9336419851,1.086440678,0.5701754386,0.8470806925,0.9243575369,0.9542372823,1.0,542,282.303356085
LSTM,BPIC_2013_closed,10,0.35,11,GLL,3,temperature,0.954815048,0.9336419851,0.5474576271,0.3684210526,0.9371459333,0.9579832679,0.8711864352,1.0,542,282.303356085
LSTM,BPIC_2013_closed,10,0.35,11,GLL,3,greedy,0.954815048,0.9336419851,0.5457627119,0.3684210526,0.937347709,0.9579832679,0.8711864352,1.0,542,282.303356085
LSTM,BPIC_2013_closed,10,0.35,11,LLL,1,temperature,0.9685778081,0.9748022705,1.6644067797,1.4385964912,0.7480651928,0.7854902401,0.9779660702,1.0,588,32.0818497171
LSTM,BPIC_2013_closed,10,0.35,11,LLL,1,greedy,0.9685778081,0.9748022705,1.3288135593,0.8026315789,0.784134274,0.8822164428,0.9779660702,1.0,588,32.0818497171
LSTM,BPIC_2013_closed,10,0.35,11,LLL,2,temperature,0.9685778081,0.9748022705,1.0474576271,0.6710526316,0.8723462901,0.9306884227,0.9508474469,1.0,588,32.0818497171
LSTM,BPIC_2013_closed,10,0.35,11,LLL,2,greedy,0.9685778081,0.9748022705,0.7474576271,0.3771929825,0.9000557603,0.9607517796,0.9542372823,1.0,588,32.0818497171
LSTM,BPIC_2013_closed,10,0.35,11,LLL,3,temperature,0.9685778081,0.9748022705,0.8423728814,0.4166666667,0.9284344603,0.9618190863,0.8661016822,1.0,588,32.0818497171
LSTM,BPIC_2013_closed,10,0.35,11,LLL,3,greedy,0.9685778081,0.9748022705,0.7152542373,0.3333333333,0.9407676531,0.9720601267,0.8627118468,0.9956140518,588,32.0818497171
LSTM,BPIC_2013_closed,10,0.35,12,baseline,1,temperature,0.9748023033,0.972246334,1.6762711864,1.2631578947,0.7390835518,0.8077111517,0.8915253878,0.9122806787,1278,43.4923013379
LSTM,BPIC_2013_closed,10,0.35,12,baseline,1,greedy,0.9748023033,0.972246334,1.3491525424,0.8464912281,0.7832451161,0.8740461774,0.9559322,1.0,1278,43.4923013379
LSTM,BPIC_2013_closed,10,0.35,12,baseline,2,temperature,0.9748023033,0.972246334,0.9677966102,0.6096491228,0.8830062333,0.9297819166,0.8457627296,0.938596487,1278,43.4923013379
LSTM,BPIC_2013_closed,10,0.35,12,baseline,2,greedy,0.9748023033,0.972246334,0.7033898305,0.4210526316,0.909061679,0.9524353154,0.8966101408,1.0,1278,43.4923013379
LSTM,BPIC_2013_closed,10,0.35,12,baseline,3,temperature,0.9748023033,0.972246334,0.486440678,0.4122807018,0.9503926497,0.9581693917,0.8152542114,0.9605263472,1278,43.4923013379
LSTM,BPIC_2013_closed,10,0.35,12,baseline,3,greedy,0.9748023033,0.972246334,0.4440677966,0.298245614,0.9553672285,0.9722550585,0.8406779766,0.9956140518,1278,43.4923013379
LSTM,BPIC_2013_closed,10,0.35,12,GLL,1,temperature,0.9560841918,0.9291329086,2.7627118644,2.7105263158,0.5703873976,0.56880573,0.9779660702,0.9956140518,596,310.0283371476
LSTM,BPIC_2013_closed,10,0.35,12,GLL,1,greedy,0.9560841918,0.9291329086,2.8203389831,2.7894736842,0.5594602997,0.5552141924,0.9779660702,1.0,596,310.0283371476
LSTM,BPIC_2013_closed,10,0.35,12,GLL,2,temperature,0.9560841918,0.9291329086,1.0915254237,0.5833333333,0.846506916,0.9222689822,0.9542372823,1.0,596,310.0283371476
LSTM,BPIC_2013_closed,10,0.35,12,GLL,2,greedy,0.9560841918,0.9291329086,1.0898305085,0.5789473684,0.8465345532,0.9228955486,0.9542372823,1.0,596,310.0283371476
LSTM,BPIC_2013_closed,10,0.35,12,GLL,3,temperature,0.9560841918,0.9291329086,0.5491525424,0.3684210526,0.9369098558,0.9579832679,0.8694915175,1.0,596,310.0283371476
LSTM,BPIC_2013_closed,10,0.35,12,GLL,3,greedy,0.9560841918,0.9291329086,0.5457627119,0.3684210526,0.937347709,0.9579832679,0.8711864352,1.0,596,310.0283371476
LSTM,BPIC_2013_closed,10,0.35,12,LLL,1,temperature,0.9673660696,0.9745852649,1.7949152542,1.6666666667,0.7305993289,0.7914996046,0.9728813171,0.9868420959,572,30.5508620958
LSTM,BPIC_2013_closed,10,0.35,12,LLL,1,greedy,0.9673660696,0.9745852649,1.3389830508,0.8026315789,0.7830090386,0.8822164428,0.9779660702,1.0,572,30.5508620958
LSTM,BPIC_2013_closed,10,0.35,12,LLL,2,temperature,0.9673660696,0.9745852649,1.1440677966,0.7061403509,0.871450179,0.9319479302,0.9508474469,0.9912281036,572,30.5508620958
LSTM,BPIC_2013_closed,10,0.35,12,LLL,2,greedy,0.9673660696,0.9745852649,0.7576271186,0.3771929825,0.899321297,0.9607517796,0.9542372823,1.0,572,30.5508620958
LSTM,BPIC_2013_closed,10,0.35,12,LLL,3,temperature,0.9673660696,0.9745852649,0.693220339,0.3947368421,0.9303338564,0.9616806426,0.8711864352,0.9956140518,572,30.5508620958
LSTM,BPIC_2013_closed,10,0.35,12,LLL,3,greedy,0.9673660696,0.9745852649,0.5677966102,0.3157894737,0.9426817532,0.9726277222,0.8711864352,1.0,572,30.5508620958
LSTM,BPIC_2013_closed,10,0.35,13,baseline,1,temperature,0.9746237338,0.9726803601,1.6186440678,1.5087719298,0.7441925443,0.7826648796,0.8779661059,0.9122806787,1553,53.2727931039
LSTM,BPIC_2013_closed,10,0.35,13,baseline,1,greedy,0.9746237338,0.9726803601,1.3474576271,0.8464912281,0.7842714814,0.8740461774,0.9728813171,1.0,1553,53.2727931039
LSTM,BPIC_2013_closed,10,0.35,13,baseline,2,temperature,0.9746237338,0.9726803601,0.9050847458,0.5964912281,0.8887333656,0.9278575008,0.8457627296,0.9254385829,1553,53.2727931039
LSTM,BPIC_2013_closed,10,0.35,13,baseline,2,greedy,0.9746237338,0.9726803601,0.7033898305,0.4210526316,0.90910876,0.9524353154,0.8949152231,1.0,1553,53.2727931039
LSTM,BPIC_2013_closed,10,0.35,13,baseline,3,temperature,0.9746237338,0.9726803601,0.5881355932,0.548245614,0.9425145186,0.949773639,0.8237287998,0.9736841917,1553,53.2727931039
LSTM,BPIC_2013_closed,10,0.35,13,baseline,3,greedy,0.9746237338,0.9726803601,0.4474576271,0.298245614,0.9549905806,0.9722550585,0.8338983059,0.9956140518,1553,53.2727931039
LSTM,BPIC_2013_closed,10,0.35,13,GLL,1,temperature,0.9565561295,0.9338107556,2.7406779661,2.7236842105,0.572589106,0.5665881133,0.9779660702,1.0,566,293.8314122222
LSTM,BPIC_2013_closed,10,0.35,13,GLL,1,greedy,0.9565561295,0.9338107556,2.7,2.6535087719,0.578332374,0.5775878349,0.9779660702,1.0,566,293.8314122222
LSTM,BPIC_2013_closed,10,0.35,13,GLL,2,temperature,0.9565561295,0.9338107556,1.1084745763,0.5877192982,0.8461470828,0.9220601267,0.9542372823,1.0,566,293.8314122222
LSTM,BPIC_2013_closed,10,0.35,13,GLL,2,greedy,0.9565561295,0.9338107556,1.0762711864,0.5657894737,0.8486814458,0.9251929588,0.9542372823,1.0,566,293.8314122222
LSTM,BPIC_2013_closed,10,0.35,13,GLL,3,temperature,0.9565561295,0.9338107556,0.5491525424,0.3684210526,0.9370709706,0.9579832679,0.8711864352,1.0,566,293.8314122222
LSTM,BPIC_2013_closed,10,0.35,13,GLL,3,greedy,0.9565561295,0.9338107556,0.5474576271,0.3684210526,0.9371217203,0.9579832679,0.8711864352,1.0,566,293.8314122222
LSTM,BPIC_2013_closed,10,0.35,13,LLL,1,temperature,0.9677040815,0.975019291,1.6830508475,1.4780701754,0.7374352195,0.7970084894,0.9779660702,0.9912281036,567,31.1556861
LSTM,BPIC_2013_closed,10,0.35,13,LLL,1,greedy,0.9677040815,0.975019291,1.3389830508,0.8026315789,0.7830090386,0.8822164428,0.9779660702,1.0,567,31.1556861
LSTM,BPIC_2013_closed,10,0.35,13,LLL,2,temperature,0.9677040815,0.975019291,1.2542372881,0.7368421053,0.8695946625,0.9306582377,0.9491525292,0.9868420959,567,31.1556861
LSTM,BPIC_2013_closed,10,0.35,13,LLL,2,greedy,0.9677040815,0.975019291,0.7627118644,0.3771929825,0.8991430619,0.9607517796,0.9542372823,1.0,567,31.1556861
LSTM,BPIC_2013_closed,10,0.35,13,LLL,3,temperature,0.9677040815,0.975019291,0.8322033898,0.3640350877,0.9275809967,0.9678810936,0.8627118468,0.9956140518,567,31.1556861
LSTM,BPIC_2013_closed,10,0.35,13,LLL,3,greedy,0.9677040815,0.975019291,0.5457627119,0.2938596491,0.9436131257,0.9738771693,0.8711864352,1.0,567,31.1556861
LSTM,BPIC_2013_closed,10,0.35,14,baseline,1,temperature,0.9746683776,0.9724633545,1.6728813559,1.3201754386,0.7275955704,0.7938656914,0.8694915175,0.8947368264,1610,54.8868859243
LSTM,BPIC_2013_closed,10,0.35,14,baseline,1,greedy,0.9746683776,0.9724633545,1.3474576271,0.8464912281,0.7842714814,0.8740461774,0.9728813171,1.0,1610,54.8868859243
LSTM,BPIC_2013_closed,10,0.35,14,baseline,2,temperature,0.9746683776,0.9724633545,0.8915254237,0.8157894737,0.8867229161,0.9178009074,0.8423728943,0.938596487,1610,54.8868859243
LSTM,BPIC_2013_closed,10,0.35,14,baseline,2,greedy,0.9746683776,0.9724633545,0.7,0.4210526316,0.9094854078,0.9524353154,0.9016948938,1.0,1610,54.8868859243
LSTM,BPIC_2013_closed,10,0.35,14,baseline,3,temperature,0.9746683776,0.9724633545,0.7508474576,0.451754386,0.9344181535,0.9593775364,0.805084765,0.9736841917,1610,54.8868859243
LSTM,BPIC_2013_closed,10,0.35,14,baseline,3,greedy,0.9746683776,0.9724633545,0.4440677966,0.298245614,0.9553672285,0.9722550585,0.8406779766,0.9956140518,1610,54.8868859243
LSTM,BPIC_2013_closed,10,0.35,14,GLL,1,temperature,0.9561096966,0.9295669496,2.7576271186,2.6754385965,0.569320402,0.5741591242,0.9779660702,1.0,555,287.4205345209
LSTM,BPIC_2013_closed,10,0.35,14,GLL,1,greedy,0.9561096966,0.9295669496,2.8050847458,2.7763157895,0.5619838402,0.5574071749,0.9779660702,1.0,555,287.4205345209
LSTM,BPIC_2013_closed,10,0.35,14,GLL,2,temperature,0.9561096966,0.9295669496,1.086440678,0.5789473684,0.8470437003,0.9229999763,0.9542372823,1.0,555,287.4205345209
LSTM,BPIC_2013_closed,10,0.35,14,GLL,2,greedy,0.9561096966,0.9295669496,1.0898305085,0.5701754386,0.846596431,0.9243575369,0.9542372823,1.0,555,287.4205345209
LSTM,BPIC_2013_closed,10,0.35,14,GLL,3,temperature,0.9561096966,0.9295669496,0.5474576271,0.3684210526,0.9371217203,0.9579832679,0.8711864352,1.0,555,287.4205345209
LSTM,BPIC_2013_closed,10,0.35,14,GLL,3,greedy,0.9561096966,0.9295669496,0.5457627119,0.3684210526,0.937347709,0.9579832679,0.8711864352,1.0,555,287.4205345209
LSTM,BPIC_2013_closed,10,0.35,14,LLL,1,temperature,0.9673915803,0.9752362967,1.8016949153,1.3070175439,0.7254867535,0.8098395404,0.9762711525,0.9956140518,573,30.242143109
LSTM,BPIC_2013_closed,10,0.35,14,LLL,1,greedy,0.9673915803,0.9752362967,1.3389830508,0.8026315789,0.7830090386,0.8822164428,0.9779660702,1.0,573,30.242143109
LSTM,BPIC_2013_closed,10,0.35,14,LLL,2,temperature,0.9673915803,0.9752362967,1.0525423729,0.6271929825,0.8746774291,0.9378413068,0.9508474469,0.9912281036,573,30.242143109
LSTM,BPIC_2013_closed,10,0.35,14,LLL,2,greedy,0.9673915803,0.9752362967,0.7610169492,0.3771929825,0.8991941784,0.9607517796,0.9542372823,1.0,573,30.242143109
LSTM,BPIC_2013_closed,10,0.35,14,LLL,3,temperature,0.9673915803,0.9752362967,0.7661016949,0.4035087719,0.9316610702,0.9601749115,0.8661016822,1.0,573,30.242143109
LSTM,BPIC_2013_closed,10,0.35,14,LLL,3,greedy,0.9673915803,0.9752362967,0.5271186441,0.2763157895,0.9444545301,0.9746568964,0.8711864352,1.0,573,30.242143109
LSTM,BPIC_2013_closed,10,0.35,15,baseline,1,temperature,0.9745790899,0.9718122929,1.6847457627,1.3070175439,0.7362538626,0.8040471622,0.8610169291,0.938596487,1591,54.1464559929
LSTM,BPIC_2013_closed,10,0.35,15,baseline,1,greedy,0.9745790899,0.9718122929,1.3813559322,0.8464912281,0.7816631952,0.8740461774,0.9728813171,1.0,1591,54.1464559929
LSTM,BPIC_2013_closed,10,0.35,15,baseline,2,temperature,0.9745790899,0.9718122929,1.0457627119,0.7587719298,0.8749778563,0.9201674973,0.8288135529,0.9429824352,1591,54.1464559929
LSTM,BPIC_2013_closed,10,0.35,15,baseline,2,greedy,0.9745790899,0.9718122929,0.7050847458,0.4210526316,0.9091040519,0.9524353154,0.9016948938,1.0,1591,54.1464559929
LSTM,BPIC_2013_closed,10,0.35,15,baseline,3,temperature,0.9745790899,0.9718122929,0.5779661017,0.5657894737,0.9455712359,0.9455708144,0.8084745407,0.9649122953,1591,54.1464559929
LSTM,BPIC_2013_closed,10,0.35,15,baseline,3,greedy,0.9745790899,0.9718122929,0.4440677966,0.298245614,0.9553672285,0.9722550585,0.8406779766,0.9956140518,1591,54.1464559929
LSTM,BPIC_2013_closed,10,0.35,15,GLL,1,temperature,0.9563329101,0.9302179962,2.7440677966,2.6973684211,0.5713037952,0.571247972,0.9779660702,1.0,552,286.5097818379
LSTM,BPIC_2013_closed,10,0.35,15,GLL,1,greedy,0.9563329101,0.9302179962,2.806779661,2.7763157895,0.5615365709,0.5574071749,0.9779660702,1.0,552,286.5097818379
LSTM,BPIC_2013_closed,10,0.35,15,GLL,2,temperature,0.9563329101,0.9302179962,1.0949152542,0.5701754386,0.8457502574,0.9246012016,0.9542372823,1.0,552,286.5097818379
LSTM,BPIC_2013_closed,10,0.35,15,GLL,2,greedy,0.9563329101,0.9302179962,1.0813559322,0.5701754386,0.8478339882,0.9243575369,0.9542372823,1.0,552,286.5097818379
LSTM,BPIC_2013_closed,10,0.35,15,GLL,3,temperature,0.9563329101,0.9302179962,0.5474576271,0.3684210526,0.9373335847,0.9579832679,0.8711864352,1.0,552,286.5097818379
LSTM,BPIC_2013_closed,10,0.35,15,GLL,3,greedy,0.9563329101,0.9302179962,0.5457627119,0.3684210526,0.937347709,0.9579832679,0.8711864352,1.0,552,286.5097818379
LSTM,BPIC_2013_closed,10,0.35,15,LLL,1,temperature,0.9670535624,0.9739824384,1.7898305085,1.5307017544,0.7317557505,0.7870130351,0.9779660702,1.0,595,31.1056720479
LSTM,BPIC_2013_closed,10,0.35,15,LLL,1,greedy,0.9670535624,0.9739824384,1.3677966102,0.8464912281,0.7792297811,0.8740461774,0.9779660702,1.0,595,31.1056720479
LSTM,BPIC_2013_closed,10,0.35,15,LLL,2,temperature,0.9670535624,0.9739824384,1.0440677966,0.7368421053,0.873054179,0.9244967068,0.9525423646,0.9956140518,595,31.1056720479
LSTM,BPIC_2013_closed,10,0.35,15,LLL,2,greedy,0.9670535624,0.9739824384,0.7644067797,0.4210526316,0.8977763683,0.9524353154,0.9542372823,1.0,595,31.1056720479
LSTM,BPIC_2013_closed,10,0.35,15,LLL,3,temperature,0.9670535624,0.9739824384,0.7203389831,0.5570175439,0.9311764765,0.9477977555,0.8694915175,1.0,595,31.1056720479
LSTM,BPIC_2013_closed,10,0.35,15,LLL,3,greedy,0.9670535624,0.9739824384,0.5254237288,0.2763157895,0.9442238333,0.9746568964,0.8711864352,1.0,595,31.1056720479
LSTM,BPIC_2013_closed,10,0.45,1,baseline,1,temperature,0.9750701547,0.9724633545,1.5915254237,1.3464912281,0.7427019116,0.7877834513,0.8864406943,0.8728070259,908,30.7207410322
LSTM,BPIC_2013_closed,10,0.45,1,baseline,1,greedy,0.9750701547,0.9724633545,1.3474576271,0.8464912281,0.7842714814,0.8740461774,0.9728813171,1.0,908,30.7207410322
LSTM,BPIC_2013_closed,10,0.45,1,baseline,2,temperature,0.9750701547,0.9724633545,0.9711864407,0.600877193,0.8777296426,0.9298569838,0.8254237175,0.938596487,908,30.7207410322
LSTM,BPIC_2013_closed,10,0.45,1,baseline,2,greedy,0.9750701547,0.9724633545,0.7,0.4210526316,0.9094854078,0.9524353154,0.9016948938,1.0,908,30.7207410322
LSTM,BPIC_2013_closed,10,0.45,1,baseline,3,temperature,0.9750701547,0.9724633545,0.5593220339,0.451754386,0.9469008592,0.953194615,0.8135592937,0.9605263472,908,30.7207410322
LSTM,BPIC_2013_closed,10,0.45,1,baseline,3,greedy,0.9750701547,0.9724633545,0.4627118644,0.3201754386,0.9544895045,0.9710367349,0.8305084705,0.9912281036,908,30.7207410322
LSTM,BPIC_2013_closed,10,0.45,1,GLL,1,temperature,0.9566007674,0.9308208078,2.7423728814,2.7192982456,0.5741104942,0.5667154348,0.9779660702,0.9956140518,548,284.3162286463
LSTM,BPIC_2013_closed,10,0.45,1,GLL,1,greedy,0.9566007674,0.9308208078,2.6949152542,2.6403508772,0.5798739398,0.5795371526,0.9779660702,1.0,548,284.3162286463
LSTM,BPIC_2013_closed,10,0.45,1,GLL,2,temperature,0.9566007674,0.9308208078,1.0898305085,0.5789473684,0.8465910504,0.9228955486,0.9542372823,1.0,548,284.3162286463
LSTM,BPIC_2013_closed,10,0.45,1,GLL,2,greedy,0.9566007674,0.9308208078,1.0813559322,0.5657894737,0.8478978838,0.9251929588,0.9542372823,1.0,548,284.3162286463
LSTM,BPIC_2013_closed,10,0.45,1,GLL,3,temperature,0.9566007674,0.9308208078,0.5525423729,0.3684210526,0.9362984757,0.9579832679,0.8711864352,1.0,548,284.3162286463
LSTM,BPIC_2013_closed,10,0.45,1,GLL,3,greedy,0.9566007674,0.9308208078,0.5474576271,0.3684210526,0.9370510988,0.9579832679,0.8711864352,1.0,548,284.3162286463
LSTM,BPIC_2013_closed,10,0.45,1,LLL,1,temperature,0.9662946463,0.9743682444,1.7440677966,1.5350877193,0.7325528422,0.7776739701,0.9779660702,1.0,647,35.246750115
LSTM,BPIC_2013_closed,10,0.45,1,LLL,1,greedy,0.9662946463,0.9743682444,1.3288135593,0.8026315789,0.784134274,0.8822164428,0.9779660702,1.0,647,35.246750115
LSTM,BPIC_2013_closed,10,0.45,1,LLL,2,temperature,0.9662946463,0.9743682444,1.2322033898,0.7675438596,0.8669072918,0.9253898915,0.9440677762,0.9912281036,647,35.246750115
LSTM,BPIC_2013_closed,10,0.45,1,LLL,2,greedy,0.9662946463,0.9743682444,0.8,0.3947368421,0.8941134681,0.9588024619,0.9542372823,1.0,647,35.246750115
LSTM,BPIC_2013_closed,10,0.45,1,LLL,3,temperature,0.9662946463,0.9743682444,0.7271186441,0.3421052632,0.9275231897,0.9646501544,0.8627118468,1.0,647,35.246750115
LSTM,BPIC_2013_closed,10,0.45,1,LLL,3,greedy,0.9662946463,0.9743682444,0.5169491525,0.3070175439,0.9452118612,0.971767729,0.8711864352,1.0,647,35.246750115
LSTM,BPIC_2013_closed,10,0.45,2,baseline,1,temperature,0.9745790899,0.9718122929,1.6762711864,1.2456140351,0.7447947971,0.7980941567,0.8762711883,0.9078947306,1552,52.6778508769
LSTM,BPIC_2013_closed,10,0.45,2,baseline,1,greedy,0.9745790899,0.9718122929,1.3491525424,0.8464912281,0.7832451161,0.8740461774,0.9559322,1.0,1552,52.6778508769
LSTM,BPIC_2013_closed,10,0.45,2,baseline,2,temperature,0.9745790899,0.9718122929,0.9813559322,0.6140350877,0.8819904217,0.9321341779,0.8305084705,0.9429824352,1552,52.6778508769
LSTM,BPIC_2013_closed,10,0.45,2,baseline,2,greedy,0.9745790899,0.9718122929,0.7033898305,0.4210526316,0.909061679,0.9524353154,0.8966101408,1.0,1552,52.6778508769
LSTM,BPIC_2013_closed,10,0.45,2,baseline,3,temperature,0.9745790899,0.9718122929,0.5779661017,0.6622807018,0.9410728317,0.9441295755,0.806779623,0.9649122953,1552,52.6778508769
LSTM,BPIC_2013_closed,10,0.45,2,baseline,3,greedy,0.9745790899,0.9718122929,0.4440677966,0.298245614,0.9553672285,0.9722550585,0.8406779766,0.9956140518,1552,52.6778508769
LSTM,BPIC_2013_closed,10,0.45,2,GLL,1,temperature,0.9566453993,0.9302179962,2.6881355932,2.6929824561,0.5807243629,0.5716911487,0.9779660702,0.9956140518,568,295.1806957028
LSTM,BPIC_2013_closed,10,0.45,2,GLL,1,greedy,0.9566453993,0.9302179962,2.8033898305,2.7763157895,0.5626174157,0.5574071749,0.9779660702,1.0,568,295.1806957028
LSTM,BPIC_2013_closed,10,0.45,2,GLL,2,temperature,0.9566453993,0.9302179962,1.0966101695,0.5701754386,0.8458720565,0.9243575369,0.9542372823,1.0,568,295.1806957028
LSTM,BPIC_2013_closed,10,0.45,2,GLL,2,greedy,0.9566453993,0.9302179962,1.086440678,0.5701754386,0.8470806925,0.9243575369,0.9542372823,1.0,568,295.1806957028
LSTM,BPIC_2013_closed,10,0.45,2,GLL,3,temperature,0.9566453993,0.9302179962,0.5474576271,0.3684210526,0.9370753119,0.9579832679,0.8711864352,1.0,568,295.1806957028
LSTM,BPIC_2013_closed,10,0.45,2,GLL,3,greedy,0.9566453993,0.9302179962,0.5440677966,0.3684210526,0.937686692,0.9579832679,0.8711864352,1.0,568,295.1806957028
